geocode,Municipio,value
250850,Livramento,0.55
250855,Logradouro,0.58
250860,Lucena,0.12
250870,Mãe d'Água,0.50
250880,Malta,0.67
250890,Mamanguape,0.23
250900,Manaíra,0.38
250905,Marcação,0.12
250910,Mari,0.63
250915,Marizópolis,0.48
250920,Massaranduba,0.59
250930,Mataraca,0.07
250933,Matinhas,0.46
250937,Mato Grosso,0.43
250939,Maturéia,0.39
250940,Mogeiro,0.46
250950,Montadas,0.62
250960,Monte Horebe,0.49
250970,Monteiro,0.60
250980,Mulungu,0.57
250990,Natuba,0.46
251000,Nazarezinho,0.60
251010,Nova Floresta,0.66
251020,Nova Olinda,0.31
251030,Nova Palmeira,0.61
251040,Olho d'Água,0.36
251050,Olivedos,0.62
251060,Ouro Velho,0.62
251065,Parari,0.68
251070,Passagem,0.50
251080,Patos,0.32
251090,Paulista,0.47
251100,Pedra Branca,0.36
251110,Pedra Lavrada,0.61
251120,Pedras de Fogo,0.27
251272,Pedro Régis,0.67
251130,Piancó,0.53
251140,Picuí,0.56
251150,Pilar,0.40
251160,Pilões,0.34
251170,Pilõezinhos,0.44
251180,Pirpirituba,0.52
251190,Pitimbu,0.01
251200,Pocinhos,0.51
251203,Poço Dantas,0.31
251207,Poço de José de Moura,0.79
251210,Pombal,0.63
251220,Prata,0.70
251230,Princesa Isabel,0.39
251240,Puxinanã,0.45
251250,Queimadas,0.41
251260,Quixabá,0.37
251270,Remígio,0.65
251274,Riachão,0.47
251275,Riachão do Bacamarte,0.58
251276,Riachão do Poço,0.46
251278,Riacho de Santo Antônio,0.28
251280,Riacho dos Cavalos,0.35
251290,Rio Tinto,0.45
251300,Salgadinho,0.42
251310,Salgado de São Félix,0.81
251315,Santa Cecília,0.47
251320,Santa Cruz,0.98
251330,Santa Helena,0.83
251335,Santa Inês,0.25
251340,Santa Luzia,0.64
251370,Santa Rita,0.19
251380,Santa Teresinha,0.57
251350,Santana de Mangueira,0.35
251360,Santana dos Garrotes,0.63
251385,Santo André,0.79
251392,São Bentinho,0.69
251390,São Bento,0.16
251396,São Domingos,0.84
251394,São Domingos do Cariri,0.79
251398,São Francisco,0.90
251400,São João do Cariri,0.77
250070,São João do Rio do Peixe,0.71
251410,São João do Tigre,0.57
251420,São José da Lagoa Tapada,0.66
251430,São José de Caiana,0.19
251440,São José de Espinharas,0.63
251450,São José de Piranhas,0.53
251455,São José de Princesa,0.51
251460,São José do Bonfim,0.40
251465,São José do Brejo do Cruz,0.34
251470,São José do Sabugi,0.53
251480,São José dos Cordeiros,0.77
251445,São José dos Ramos,0.42
251490,São Mamede,0.84
251500,São Miguel de Taipu,0.30
251510,São Sebastião de Lagoa de Roça,0.57
251520,São Sebastião do Umbuzeiro,0.64
251540,São Vicente do Seridó,0.28
251530,Sapé,0.43
251550,Serra Branca,0.88
251560,Serra da Raiz,0.65
251570,Serra Grande,0.44
251580,Serra Redonda,0.74
251590,Serraria,0.64
251593,Sertãozinho,0.82
251597,Sobrado,0.41
251600,Solânea,0.65
251610,Soledade,0.48
251615,Sossêgo,0.38
251620,Sousa,0.46
251630,Sumé,0.72
251640,Tacima,0.57
251650,Taperoá,0.61
251660,Tavares,0.41
251670,Teixeira,0.31
251675,Tenório,0.30
251680,Triunfo,0.59
251690,Uiraúna,0.73
251700,Umbuzeiro,0.62
251710,Várzea,0.83
251720,Vieirópolis,0.87
250550,Vista Serrana,0.37
251740,Zabelê,0.54
