geocode,Municipio,value
251470,São José do Sabugi,0.74
251480,São José dos Cordeiros,0.59
251445,São José dos Ramos,0.43
251490,São Mamede,0.87
251500,São Miguel de Taipu,0.34
251510,São Sebastião de Lagoa de Roça,0.44
251520,São Sebastião do Umbuzeiro,0.70
251540,São Vicente do Seridó,0.27
251530,Sapé,0.82
251550,Serra Branca,0.73
251560,Serra da Raiz,0.71
251570,Serra Grande,0.60
251580,Serra Redonda,0.44
251590,Serraria,0.61
251593,Sertãozinho,0.77
251597,Sobrado,0.19
251600,Solânea,0.55
251610,Soledade,0.59
251615,Sossêgo,0.42
251620,Sousa,0.52
251630,Sumé,0.77
251640,Tacima,0.54
251650,Taperoá,0.56
251660,Tavares,0.43
251670,Teixeira,0.42
251675,Tenório,0.70
251680,Triunfo,0.51
251690,Uiraúna,0.60
251700,Umbuzeiro,0.38
251710,Várzea,0.96
251720,Vieirópolis,0.57
250550,Vista Serrana,0.61
251740,Zabelê,0.76
