geocode,Municipio,value
251020,Nova Olinda,0.24
251030,Nova Palmeira,1.00
251040,Olho d'Água,0.46
251050,Olivedos,0.65
251060,Ouro Velho,0.61
251065,Parari,0.60
251070,Passagem,0.73
251080,Patos,0.76
251090,Paulista,0.73
251100,Pedra Branca,0.60
251110,Pedra Lavrada,0.76
251120,Pedras de Fogo,0.68
251272,Pedro Régis,0.92
251130,Piancó,0.45
251140,Picuí,0.80
251150,Pilar,0.75
251160,Pilões,0.00
251170,Pilõezinhos,0.53
251180,Pirpirituba,1.00
251190,Pitimbu,0.45
251200,Pocinhos,0.74
251203,Poço Dantas,0.43
251207,Poço de José de Moura,0.52
251210,Pombal,0.61
251220,Prata,0.78
251230,Princesa Isabel,0.47
251240,Puxinanã,0.66
251250,Queimadas,0.74
251260,Quixabá,0.82
251270,Remígio,0.81
251274,Riachão,0.86
251275,Riachão do Bacamarte,0.79
251276,Riachão do Poço,0.53
251278,Riacho de Santo Antônio,0.61
251280,Riacho dos Cavalos,0.63
251290,Rio Tinto,0.80
251300,Salgadinho,0.88
251310,Salgado de São Félix,0.72
251315,Santa Cecília,0.68
251320,Santa Cruz,0.53
251330,Santa Helena,0.67
251335,Santa Inês,0.62
251340,Santa Luzia,0.81
251370,Santa Rita,0.02
251380,Santa Teresinha,0.52
251350,Santana de Mangueira,0.41
251360,Santana dos Garrotes,0.55
251385,Santo André,0.22
251392,São Bentinho,0.86
251390,São Bento,0.86
251396,São Domingos,0.64
251394,São Domingos do Cariri,0.63
251398,São Francisco,0.56
251400,São João do Cariri,0.52
250070,São João do Rio do Peixe,0.61
251410,São João do Tigre,0.79
251420,São José da Lagoa Tapada,0.68
251430,São José de Caiana,0.77
251440,São José de Espinharas,0.55
251450,São José de Piranhas,0.69
251455,São José de Princesa,0.61
251460,São José do Bonfim,0.72
251465,São José do Brejo do Cruz,0.71
251470,São José do Sabugi,0.71
251480,São José dos Cordeiros,0.64
251445,São José dos Ramos,0.84
251490,São Mamede,0.75
251500,São Miguel de Taipu,0.65
251510,São Sebastião de Lagoa de Roça,0.77
251520,São Sebastião do Umbuzeiro,0.60
251540,São Vicente do Seridó,0.77
251530,Sapé,0.75
251550,Serra Branca,0.81
251560,Serra da Raiz,0.67
251570,Serra Grande,0.36
251580,Serra Redonda,0.47
251590,Serraria,0.71
251593,Sertãozinho,0.92
251597,Sobrado,0.45
251600,Solânea,0.66
251610,Soledade,0.60
251615,Sossêgo,0.84
251620,Sousa,0.57
251630,Sumé,0.65
251640,Tacima,0.78
251650,Taperoá,0.85
251660,Tavares,0.63
251670,Teixeira,0.77
251675,Tenório,0.78
251680,Triunfo,0.73
251690,Uiraúna,0.56
251700,Umbuzeiro,0.78
251710,Várzea,0.83
251720,Vieirópolis,0.86
250550,Vista Serrana,0.85
251740,Zabelê,0.54
