geocode,Municipio,value
251500,São Miguel de Taipu,0.39
251510,São Sebastião de Lagoa de Roça,0.37
251520,São Sebastião do Umbuzeiro,0.61
251540,São Vicente do Seridó,0.40
251530,Sapé,0.74
251550,Serra Branca,0.61
251560,Serra da Raiz,0.63
251570,Serra Grande,0.56
251580,Serra Redonda,0.46
251590,Serraria,0.51
251593,Sertãozinho,0.71
251597,Sobrado,0.03
251600,Solânea,0.70
251610,Soledade,0.72
251615,Sossêgo,0.45
251620,Sousa,0.77
251630,Sumé,0.74
251640,Tacima,0.37
251650,Taperoá,0.56
251660,Tavares,0.42
251670,Teixeira,0.65
251675,Tenório,0.56
251680,Triunfo,0.42
251690,Uiraúna,0.68
251700,Umbuzeiro,0.37
251710,Várzea,0.71
251720,Vieirópolis,0.12
250550,Vista Serrana,0.40
251740,Zabelê,0.68
