geocode,Municipio,value
250010,Água Branca,1.00
250020,Aguiar,1.00
250030,Alagoa Grande,1.00
250040,Alagoa Nova,0.99
250050,Alagoinha,1.00
250053,Alcantil,1.00
250057,Algodão de Jandaíra,1.00
250060,Alhandra,1.00
250073,Amparo,1.00
250077,Aparecida,1.00
250080,Araçagi,1.00
250090,Arara,1.00
250100,Araruna,1.00
250110,Areia,0.98
250115,Areia de Baraúnas,1.00
250120,Areial,1.00
250130,Aroeiras,1.00
250135,Assunção,1.00
250140,Baía da Traição,1.00
250150,Bananeiras,1.00
250153,Baraúna,1.00
250160,Barra de Santa Rosa,1.00
250157,Barra de Santana,1.00
250170,Barra de São Miguel,1.00
250180,Bayeux,1.00
250190,Belém,1.00
250200,Belém do Brejo do Cruz,0.99
250205,Bernardino Batista,1.00
250210,Boa Ventura,1.00
250215,Boa Vista,1.00
250220,Bom Jesus,1.00
250230,Bom Sucesso,1.00
250240,Bonito de Santa Fé,1.00
250250,Boqueirão,0.98
250270,Borborema,1.00
250280,Brejo do Cruz,0.99
250290,Brejo dos Santos,0.95
250300,Caaporã,1.00
250310,Cabaceiras,1.00
250320,Cabedelo,0.96
250330,Cachoeira dos Índios,1.00
250340,Cacimba de Areia,1.00
250350,Cacimba de Dentro,1.00
250355,Cacimbas,1.00
250360,Caiçara,1.00
250370,Cajazeiras,0.81
250375,Cajazeirinhas,1.00
250380,Caldas Brandão,1.00
250390,Camalaú,1.00
250400,Campina Grande,0.60
250403,Capim,1.00
250407,Caraúbas,1.00
250410,Carrapateira,1.00
250415,Casserengue,1.00
250420,Catingueira,1.00
250430,Catolé do Rocha,0.96
250435,Caturité,1.00
250440,Conceição,0.99
250450,Condado,1.00
250460,Conde,1.00
250470,Congo,1.00
250480,Coremas,0.99
250485,Coxixola,1.00
250490,Cruz do Espírito Santo,1.00
250500,Cubati,1.00
250510,Cuité,0.98
250523,Cuité de Mamanguape,1.00
250520,Cuitegi,1.00
250527,Curral de Cima,1.00
250530,Curral Velho,1.00
250535,Damião,1.00
250540,Desterro,1.00
250560,Diamante,1.00
250570,Dona Inês,1.00
250580,Duas Estradas,1.00
250590,Emas,1.00
250600,Esperança,0.99
250610,Fagundes,1.00
250620,Frei Martinho,1.00
250625,Gado Bravo,1.00
250630,Guarabira,0.94
250640,Gurinhém,1.00
250650,Gurjão,1.00
250660,Ibiara,1.00
250260,Igaracy,1.00
250670,Imaculada,1.00
250680,Ingá,1.00
250690,Itabaiana,0.88
250700,Itaporanga,0.98
250710,Itapororoca,1.00
250720,Itatuba,1.00
250730,Jacaraú,1.00
250740,Jericó,1.00
250750,João Pessoa,0.00
251365,Joca Claudino,1.00
250760,Juarez Távora,1.00
250770,Juazeirinho,1.00
250780,Junco do Seridó,1.00
250790,Juripiranga,1.00
250800,Juru,1.00
250810,Lagoa,1.00
250820,Lagoa de Dentro,1.00
250830,Lagoa Seca,0.98
250840,Lastro,1.00
250850,Livramento,1.00
250855,Logradouro,1.00
250860,Lucena,1.00
250870,Mãe d'Água,1.00
250880,Malta,1.00
250890,Mamanguape,0.94
250900,Manaíra,1.00
250905,Marcação,1.00
250910,Mari,1.00
250915,Marizópolis,1.00
250920,Massaranduba,1.00
250930,Mataraca,1.00
250933,Matinhas,1.00
250937,Mato Grosso,1.00
250939,Maturéia,1.00
250940,Mogeiro,1.00
250950,Montadas,1.00
250960,Monte Horebe,1.00
250970,Monteiro,0.96
250980,Mulungu,1.00
250990,Natuba,1.00
251000,Nazarezinho,1.00
251010,Nova Floresta,1.00
251020,Nova Olinda,1.00
251030,Nova Palmeira,1.00
251040,Olho d'Água,1.00
251050,Olivedos,1.00
251060,Ouro Velho,1.00
251065,Parari,1.00
251070,Passagem,1.00
251080,Patos,0.89
251090,Paulista,0.99
251100,Pedra Branca,1.00
251110,Pedra Lavrada,0.99
251120,Pedras de Fogo,1.00
251272,Pedro Régis,1.00
251130,Piancó,0.96
251140,Picuí,0.99
251150,Pilar,1.00
251160,Pilões,1.00
251170,Pilõezinhos,1.00
251180,Pirpirituba,1.00
251190,Pitimbu,1.00
251200,Pocinhos,1.00
251203,Poço Dantas,1.00
251207,Poço de José de Moura,1.00
251210,Pombal,0.97
251220,Prata,1.00
251230,Princesa Isabel,0.98
251240,Puxinanã,1.00
251250,Queimadas,0.96
251260,Quixabá,1.00
251270,Remígio,1.00
251274,Riachão,1.00
251275,Riachão do Bacamarte,1.00
251276,Riachão do Poço,1.00
251278,Riacho de Santo Antônio,1.00
251280,Riacho dos Cavalos,1.00
251290,Rio Tinto,1.00
251300,Salgadinho,1.00
251310,Salgado de São Félix,1.00
251315,Santa Cecília,1.00
251320,Santa Cruz,1.00
251330,Santa Helena,1.00
251335,Santa Inês,1.00
251340,Santa Luzia,0.98
251370,Santa Rita,0.97
251380,Santa Teresinha,1.00
251350,Santana de Mangueira,1.00
