geocode,Municipio,value
250010,Água Branca,0.00
250020,Aguiar,0.00
250030,Alagoa Grande,0.27
250040,Alagoa Nova,0.26
250050,Alagoinha,0.40
250053,Alcantil,0.00
250057,Algodão de Jandaíra,0.00
250060,Alhandra,0.57
250073,Amparo,0.00
250077,Aparecida,0.17
250080,Araçagi,0.11
250090,Arara,0.26
250100,Araruna,0.16
250110,Areia,0.08
250115,Areia de Baraúnas,0.00
250120,Areial,0.07
250130,Aroeiras,0.10
250135,Assunção,0.15
250140,Baía da Traição,0.40
250150,Bananeiras,0.03
250153,Baraúna,0.00
250160,Barra de Santa Rosa,0.04
250157,Barra de Santana,0.23
250170,Barra de São Miguel,0.00
250180,Bayeux,0.40
250190,Belém,0.43
250200,Belém do Brejo do Cruz,0.00
250205,Bernardino Batista,0.00
250210,Boa Ventura,0.00
250215,Boa Vista,0.08
250220,Bom Jesus,0.40
250230,Bom Sucesso,0.00
250240,Bonito de Santa Fé,0.00
250250,Boqueirão,0.31
250270,Borborema,0.12
250280,Brejo do Cruz,0.10
250290,Brejo dos Santos,0.00
250300,Caaporã,0.39
250310,Cabaceiras,0.00
250320,Cabedelo,0.44
250330,Cachoeira dos Índios,0.31
250340,Cacimba de Areia,0.00
250350,Cacimba de Dentro,0.22
250355,Cacimbas,0.00
250360,Caiçara,0.37
250370,Cajazeiras,0.28
250375,Cajazeirinhas,0.00
250380,Caldas Brandão,0.17
250390,Camalaú,0.00
250400,Campina Grande,0.38
250403,Capim,0.32
250407,Caraúbas,0.00
250410,Carrapateira,0.18
250415,Casserengue,0.12
250420,Catingueira,0.11
250430,Catolé do Rocha,0.13
250435,Caturité,0.19
250440,Conceição,0.15
250450,Condado,0.19
250460,Conde,0.27
250470,Congo,0.10
250480,Coremas,0.08
250485,Coxixola,0.00
250490,Cruz do Espírito Santo,0.44
250500,Cubati,0.11
250510,Cuité,0.03
250523,Cuité de Mamanguape,0.18
250520,Cuitegi,0.26
250527,Curral de Cima,0.10
250530,Curral Velho,0.00
250535,Damião,0.50
250540,Desterro,0.09
250560,Diamante,0.40
250570,Dona Inês,0.06
250580,Duas Estradas,0.25
250590,Emas,0.40
250600,Esperança,0.18
250610,Fagundes,0.40
250620,Frei Martinho,0.00
250625,Gado Bravo,0.09
250630,Guarabira,0.42
250640,Gurinhém,0.12
250650,Gurjão,0.43
250660,Ibiara,0.10
250260,Igaracy,0.00
250670,Imaculada,0.00
250680,Ingá,0.31
250690,Itabaiana,0.38
250700,Itaporanga,0.18
250710,Itapororoca,0.18
250720,Itatuba,0.08
250730,Jacaraú,0.16
250740,Jericó,0.07
250750,João Pessoa,0.45
251365,Joca Claudino,0.00
250760,Juarez Távora,0.29
250770,Juazeirinho,0.11
250780,Junco do Seridó,0.29
250790,Juripiranga,0.40
250800,Juru,0.07
250810,Lagoa,0.00
250820,Lagoa de Dentro,0.09
250830,Lagoa Seca,0.23
250840,Lastro,0.00
