geocode,Municipio,value
251630,Sumé,0.05
251640,Tacima,0.29
251650,Taperoá,0.04
251660,Tavares,0.01
251670,Teixeira,0.05
251675,Tenório,0.00
251680,Triunfo,0.04
251690,Uiraúna,1.00
251700,Umbuzeiro,0.03
251710,Várzea,0.00
251720,Vieirópolis,0.43
250550,Vista Serrana,0.12
251740,Zabelê,0.09
